# total, maintenance, tax, house_rent
19509	5234	14275	47583
19542	5243	14299	47663
19574	5252	14323	47742
19607	5260	14346	47822
19639	5269	14370	47901
19672	5278	14394	47981
19705	5287	14418	48061
19738	5296	14442	48141
19771	5304	14466	48221
19804	5313	14491	48302
19837	5322	14515	48382
19870	5331	14539	48463
19903	5340	14563	48544
19936	5349	14587	48625
19969	5358	14612	48706
20003	5367	14636	48787
20036	5375	14660	48868
20069	5384	14685	48950
20103	5393	14709	49031
20136	5402	14734	49113
20170	5411	14758	49195
20203	5420	14783	49277
20237	5429	14808	49359
20271	5439	14832	49441
20305	5448	14857	49523
20338	5457	14882	49606
20372	5466	14907	49689
20406	5475	14931	49771
20440	5484	14956	49854
20474	5493	14981	49938
20509	5502	15006	50021
20543	5511	15031	50104
20577	5521	15056	50188
20611	5530	15081	50271
20646	5539	15107	50355
20680	5548	15132	50439
20714	5558	15157	50523
20749	5567	15182	50607
20784	5576	15207	50692
20818	5585	15233	50776
20853	5595	15258	50861
20888	5604	15284	50945
20922	5613	15309	51030
20957	5623	15335	51115
20992	5632	15360	51201
21027	5641	15386	51286
21062	5651	15411	51371
21097	5660	15437	51457
21133	5670	15463	51543
21168	5679	15489	51629
21203	5689	15514	51715
21238	5698	15540	51801
21274	5708	15566	51887
21309	5717	15592	51974
21345	5727	15618	52060
21380	5736	15644	52147
21416	5746	15670	52234
21452	5755	15696	52321
21487	5765	15723	52408
21523	5775	15749	52496
21559	5784	15775	52583
21595	5794	15801	52671
21631	5803	15828	52759
21667	5813	15854	52847
21703	5823	15880	52935
21739	5833	15907	53023
21776	5842	15933	53111
21812	5852	15960	53200
21848	5862	15987	53288
21885	5871	16013	53377
21921	5881	16040	53466
21958	5891	16067	53555
21994	5901	16093	53645
22031	5911	16120	53734
22068	5921	16147	53824
22104	5930	16174	53913
22141	5940	16201	54003
22178	5950	16228	54093
22215	5960	16255	54183
22252	5970	16282	54274
22289	5980	16309	54364
22326	5990	16336	54455
22364	6000	16364	54545
22401	6010	16391	54636
